,pos,chrom,region
5,46723772,17,17_46723687_46723789
6,46723777,17,17_46723687_46723789
7,46723789,17,17_46723687_46723789
0,134909960,11,11_134909958_134910059
1,134909982,11,11_134909958_134910059
2,134909993,11,11_134909958_134910059
3,134910015,11,11_134909958_134910059
4,134910048,11,11_134909958_134910059
5,134910059,11,11_134909958_134910059
0,13928854,19,19_13928852_13928906
1,13928859,19,19_13928852_13928906
2,13928883,19,19_13928852_13928906
3,13928894,19,19_13928852_13928906
4,13928906,19,19_13928852_13928906
0,23823895,21,21_23823893_23823971
1,23823911,21,21_23823893_23823971
2,23823927,21,21_23823893_23823971
3,23823955,21,21_23823893_23823971
4,23823971,21,21_23823893_23823971
0,36313234,17,17_36313232_36313334
1,36313261,17,17_36313232_36313334
2,36313292,17,17_36313232_36313334
3,36313324,17,17_36313232_36313334
4,36313334,17,17_36313232_36313334
0,1240795,1,1_1240793_1240886
1,1240834,1,1_1240793_1240886
2,1240865,1,1_1240793_1240886
3,1240871,1,1_1240793_1240886
4,1240882,1,1_1240793_1240886
5,1240886,1,1_1240793_1240886
0,672791,5,5_672789_672872
1,672799,5,5_672789_672872
2,672811,5,5_672789_672872
3,672829,5,5_672789_672872
4,672845,5,5_672789_672872
5,672849,5,5_672789_672872
6,672856,5,5_672789_672872
7,672862,5,5_672789_672872
8,672872,5,5_672789_672872
0,80186080,17,17_80186078_80186169
1,80186085,17,17_80186078_80186169
2,80186136,17,17_80186078_80186169
3,80186146,17,17_80186078_80186169
4,80186161,17,17_80186078_80186169
5,80186169,17,17_80186078_80186169
0,6816900,7,7_6816898_6816977
1,6816907,7,7_6816898_6816977
2,6816915,7,7_6816898_6816977
3,6816934,7,7_6816898_6816977
4,6816977,7,7_6816898_6816977
0,29815921,17,17_29815919_29815993
1,29815924,17,17_29815919_29815993
2,29815940,17,17_29815919_29815993
3,29815968,17,17_29815919_29815993
4,29815979,17,17_29815919_29815993
5,29815993,17,17_29815919_29815993
0,53496733,19,19_53496731_53496814
1,53496738,19,19_53496731_53496814
2,53496755,19,19_53496731_53496814
3,53496757,19,19_53496731_53496814
4,53496762,19,19_53496731_53496814
5,53496769,19,19_53496731_53496814
6,53496776,19,19_53496731_53496814
7,53496788,19,19_53496731_53496814
8,53496792,19,19_53496731_53496814
9,53496811,19,19_53496731_53496814
10,53496814,19,19_53496731_53496814
0,2852951,20,20_2852949_2853049
1,2852957,20,20_2852949_2853049
2,2852962,20,20_2852949_2853049
3,2852980,20,20_2852949_2853049
4,2852992,20,20_2852949_2853049
5,2853016,20,20_2852949_2853049
6,2853034,20,20_2852949_2853049
7,2853037,20,20_2852949_2853049
8,2853049,20,20_2852949_2853049
0,185746348,4,4_185746346_185746394
1,185746356,4,4_185746346_185746394
2,185746378,4,4_185746346_185746394
3,185746388,4,4_185746346_185746394
4,185746394,4,4_185746346_185746394
0,20792170,22,22_20792168_20792265
1,20792184,22,22_20792168_20792265
2,20792193,22,22_20792168_20792265
3,20792195,22,22_20792168_20792265
4,20792199,22,22_20792168_20792265
5,20792207,22,22_20792168_20792265
6,20792213,22,22_20792168_20792265
7,20792217,22,22_20792168_20792265
8,20792222,22,22_20792168_20792265
9,20792224,22,22_20792168_20792265
10,20792243,22,22_20792168_20792265
11,20792255,22,22_20792168_20792265
12,20792263,22,22_20792168_20792265
13,20792265,22,22_20792168_20792265
0,48470495,15,15_48470493_48470575
1,48470502,15,15_48470493_48470575
2,48470510,15,15_48470493_48470575
3,48470516,15,15_48470493_48470575
4,48470523,15,15_48470493_48470575
5,48470539,15,15_48470493_48470575
6,48470543,15,15_48470493_48470575
7,48470555,15,15_48470493_48470575
8,48470562,15,15_48470493_48470575
9,48470564,15,15_48470493_48470575
10,48470571,15,15_48470493_48470575
11,48470575,15,15_48470493_48470575
0,37500275,1,1_37500273_37500369
1,37500277,1,1_37500273_37500369
2,37500279,1,1_37500273_37500369
3,37500291,1,1_37500273_37500369
4,37500293,1,1_37500273_37500369
5,37500300,1,1_37500273_37500369
6,37500334,1,1_37500273_37500369
7,37500338,1,1_37500273_37500369
8,37500345,1,1_37500273_37500369
9,37500358,1,1_37500273_37500369
10,37500369,1,1_37500273_37500369
0,5974352,17,17_5974350_5974448
1,5974372,17,17_5974350_5974448
2,5974375,17,17_5974350_5974448
3,5974378,17,17_5974350_5974448
4,5974403,17,17_5974350_5974448
5,5974408,17,17_5974350_5974448
6,5974427,17,17_5974350_5974448
7,5974434,17,17_5974350_5974448
8,5974448,17,17_5974350_5974448
0,42128061,19,19_42128059_42128133
1,42128097,19,19_42128059_42128133
2,42128106,19,19_42128059_42128133
3,42128109,19,19_42128059_42128133
4,42128133,19,19_42128059_42128133
0,21341863,14,14_21341861_21341959
1,21341871,14,14_21341861_21341959
2,21341954,14,14_21341861_21341959
3,21341956,14,14_21341861_21341959
4,21341959,14,14_21341861_21341959
0,48937170,15,15_48937168_48937257
1,48937175,15,15_48937168_48937257
2,48937195,15,15_48937168_48937257
3,48937211,15,15_48937168_48937257
4,48937213,15,15_48937168_48937257
5,48937237,15,15_48937168_48937257
6,48937241,15,15_48937168_48937257
7,48937244,15,15_48937168_48937257
8,48937250,15,15_48937168_48937257
9,48937252,15,15_48937168_48937257
10,48937257,15,15_48937168_48937257
0,77557792,18,18_77557790_77557892
1,77557808,18,18_77557790_77557892
2,77557824,18,18_77557790_77557892
3,77557831,18,18_77557790_77557892
4,77557836,18,18_77557790_77557892
5,77557850,18,18_77557790_77557892
6,77557852,18,18_77557790_77557892
7,77557859,18,18_77557790_77557892
8,77557861,18,18_77557790_77557892
9,77557869,18,18_77557790_77557892
10,77557872,18,18_77557790_77557892
11,77557874,18,18_77557790_77557892
12,77557892,18,18_77557790_77557892
0,21537336,14,14_21537334_21537417
1,21537342,14,14_21537334_21537417
2,21537354,14,14_21537334_21537417
3,21537406,14,14_21537334_21537417
4,21537413,14,14_21537334_21537417
5,21537417,14,14_21537334_21537417
0,20780030,22,22_20780030_20780129
1,20780032,22,22_20780030_20780129
2,20780034,22,22_20780030_20780129
3,20780038,22,22_20780030_20780129
4,20780049,22,22_20780030_20780129
5,20780052,22,22_20780030_20780129
6,20780058,22,22_20780030_20780129
7,20780063,22,22_20780030_20780129
8,20780073,22,22_20780030_20780129
9,20780081,22,22_20780030_20780129
10,20780091,22,22_20780030_20780129
11,20780098,22,22_20780030_20780129
12,20780100,22,22_20780030_20780129
13,20780103,22,22_20780030_20780129
14,20780111,22,22_20780030_20780129
15,20780113,22,22_20780030_20780129
16,20780119,22,22_20780030_20780129
17,20780129,22,22_20780030_20780129
0,3073588,20,20_3073586_3073688
1,3073594,20,20_3073586_3073688
2,3073597,20,20_3073586_3073688
3,3073612,20,20_3073586_3073688
4,3073614,20,20_3073586_3073688
5,3073619,20,20_3073586_3073688
6,3073622,20,20_3073586_3073688
7,3073630,20,20_3073586_3073688
8,3073635,20,20_3073586_3073688
9,3073637,20,20_3073586_3073688
10,3073644,20,20_3073586_3073688
11,3073657,20,20_3073586_3073688
12,3073667,20,20_3073586_3073688
13,3073671,20,20_3073586_3073688
14,3073688,20,20_3073586_3073688
0,21537132,14,14_21537130_21537227
1,21537139,14,14_21537130_21537227
2,21537153,14,14_21537130_21537227
3,21537163,14,14_21537130_21537227
4,21537177,14,14_21537130_21537227
5,21537200,14,14_21537130_21537227
6,21537202,14,14_21537130_21537227
7,21537208,14,14_21537130_21537227
8,21537216,14,14_21537130_21537227
9,21537227,14,14_21537130_21537227
0,68611628,11,11_68611626_68611712
1,68611636,11,11_68611626_68611712
2,68611648,11,11_68611626_68611712
3,68611654,11,11_68611626_68611712
4,68611656,11,11_68611626_68611712
5,68611659,11,11_68611626_68611712
6,68611676,11,11_68611626_68611712
7,68611703,11,11_68611626_68611712
8,68611706,11,11_68611626_68611712
9,68611712,11,11_68611626_68611712
0,11044062,6,6_11044060_11044154
1,11044070,6,6_11044060_11044154
2,11044078,6,6_11044060_11044154
3,11044092,6,6_11044060_11044154
4,11044094,6,6_11044060_11044154
5,11044096,6,6_11044060_11044154
6,11044106,6,6_11044060_11044154
7,11044109,6,6_11044060_11044154
8,11044111,6,6_11044060_11044154
9,11044122,6,6_11044060_11044154
10,11044131,6,6_11044060_11044154
11,11044140,6,6_11044060_11044154
12,11044144,6,6_11044060_11044154
13,11044148,6,6_11044060_11044154
14,11044154,6,6_11044060_11044154
0,20478113,22,22_20478111_20478188
1,20478137,22,22_20478111_20478188
2,20478162,22,22_20478111_20478188
3,20478182,22,22_20478111_20478188
4,20478188,22,22_20478111_20478188
0,23025108,14,14_23025106_23025146
1,23025115,14,14_23025106_23025146
2,23025141,14,14_23025106_23025146
3,23025143,14,14_23025106_23025146
4,23025146,14,14_23025106_23025146
0,6616751,17,17_6616749_6616851
1,6616763,17,17_6616749_6616851
2,6616768,17,17_6616749_6616851
3,6616772,17,17_6616749_6616851
4,6616778,17,17_6616749_6616851
5,6616786,17,17_6616749_6616851
6,6616788,17,17_6616749_6616851
7,6616799,17,17_6616749_6616851
8,6616812,17,17_6616749_6616851
9,6616826,17,17_6616749_6616851
10,6616828,17,17_6616749_6616851
11,6616851,17,17_6616749_6616851
0,23025563,14,14_23025561_23025636
1,23025576,14,14_23025561_23025636
2,23025582,14,14_23025561_23025636
3,23025616,14,14_23025561_23025636
4,23025624,14,14_23025561_23025636
5,23025636,14,14_23025561_23025636
0,182808143,1,1_182808141_182808238
1,182808163,1,1_182808141_182808238
2,182808187,1,1_182808141_182808238
3,182808220,1,1_182808141_182808238
4,182808238,1,1_182808141_182808238
0,976937,9,9_976935_977037
1,976940,9,9_976935_977037
2,976947,9,9_976935_977037
3,976965,9,9_976935_977037
4,976988,9,9_976935_977037
5,976996,9,9_976935_977037
6,977007,9,9_976935_977037
7,977013,9,9_976935_977037
8,977037,9,9_976935_977037
0,51386241,15,15_51386239_51386321
1,51386248,15,15_51386239_51386321
2,51386250,15,15_51386239_51386321
3,51386254,15,15_51386239_51386321
4,51386288,15,15_51386239_51386321
5,51386290,15,15_51386239_51386321
6,51386321,15,15_51386239_51386321
0,53343512,17,17_53343510_53343590
1,53343530,17,17_53343510_53343590
2,53343550,17,17_53343510_53343590
3,53343553,17,17_53343510_53343590
4,53343561,17,17_53343510_53343590
5,53343567,17,17_53343510_53343590
6,53343576,17,17_53343510_53343590
7,53343590,17,17_53343510_53343590
0,13013913,6,6_13013911_13013999
1,13013919,6,6_13013911_13013999
2,13013926,6,6_13013911_13013999
3,13013943,6,6_13013911_13013999
4,13013949,6,6_13013911_13013999
5,13013952,6,6_13013911_13013999
6,13013969,6,6_13013911_13013999
7,13013972,6,6_13013911_13013999
8,13013981,6,6_13013911_13013999
9,13013986,6,6_13013911_13013999
10,13013991,6,6_13013911_13013999
11,13013994,6,6_13013911_13013999
12,13013996,6,6_13013911_13013999
13,13013999,6,6_13013911_13013999
0,52820664,15,15_52820662_52820763
1,52820668,15,15_52820662_52820763
2,52820704,15,15_52820662_52820763
3,52820711,15,15_52820662_52820763
4,52820727,15,15_52820662_52820763
5,52820734,15,15_52820662_52820763
6,52820736,15,15_52820662_52820763
7,52820758,15,15_52820662_52820763
8,52820763,15,15_52820662_52820763
0,19797078,8,8_19797076_19797177
1,19797081,8,8_19797076_19797177
2,19797099,8,8_19797076_19797177
3,19797134,8,8_19797076_19797177
4,19797143,8,8_19797076_19797177
5,19797177,8,8_19797076_19797177
0,114897224,13,13_114897222_114897317
1,114897226,13,13_114897222_114897317
2,114897246,13,13_114897222_114897317
3,114897248,13,13_114897222_114897317
4,114897250,13,13_114897222_114897317
5,114897276,13,13_114897222_114897317
6,114897300,13,13_114897222_114897317
7,114897304,13,13_114897222_114897317
8,114897306,13,13_114897222_114897317
9,114897317,13,13_114897222_114897317
0,12749799,6,6_12749797_12749885
1,12749803,6,6_12749797_12749885
2,12749805,6,6_12749797_12749885
3,12749836,6,6_12749797_12749885
4,12749856,6,6_12749797_12749885
5,12749878,6,6_12749797_12749885
6,12749881,6,6_12749797_12749885
7,12749885,6,6_12749797_12749885
0,114896789,13,13_114896787_114896839
1,114896798,13,13_114896787_114896839
2,114896800,13,13_114896787_114896839
3,114896837,13,13_114896787_114896839
4,114896839,13,13_114896787_114896839
0,12750030,6,6_12750028_12750129
1,12750039,6,6_12750028_12750129
2,12750042,6,6_12750028_12750129
3,12750044,6,6_12750028_12750129
4,12750050,6,6_12750028_12750129
5,12750056,6,6_12750028_12750129
6,12750076,6,6_12750028_12750129
7,12750091,6,6_12750028_12750129
8,12750100,6,6_12750028_12750129
9,12750104,6,6_12750028_12750129
10,12750113,6,6_12750028_12750129
11,12750116,6,6_12750028_12750129
12,12750123,6,6_12750028_12750129
13,12750129,6,6_12750028_12750129
0,184827249,4,4_184827247_184827347
1,184827264,4,4_184827247_184827347
2,184827266,4,4_184827247_184827347
3,184827273,4,4_184827247_184827347
4,184827277,4,4_184827247_184827347
5,184827304,4,4_184827247_184827347
6,184827316,4,4_184827247_184827347
7,184827335,4,4_184827247_184827347
8,184827338,4,4_184827247_184827347
9,184827347,4,4_184827247_184827347
0,114927612,13,13_114927610_114927683
1,114927641,13,13_114927610_114927683
2,114927664,13,13_114927610_114927683
3,114927677,13,13_114927610_114927683
4,114927683,13,13_114927610_114927683
0,184644357,4,4_184644355_184644431
1,184644375,4,4_184644355_184644431
2,184644379,4,4_184644355_184644431
3,184644398,4,4_184644355_184644431
4,184644413,4,4_184644355_184644431
5,184644431,4,4_184644355_184644431
0,48637408,17,17_48637406_48637507
1,48637438,17,17_48637406_48637507
2,48637445,17,17_48637406_48637507
3,48637449,17,17_48637406_48637507
4,48637507,17,17_48637406_48637507
0,37500174,1,1_37500172_37500267
1,37500186,1,1_37500172_37500267
2,37500193,1,1_37500172_37500267
3,37500195,1,1_37500172_37500267
4,37500198,1,1_37500172_37500267
5,37500202,1,1_37500172_37500267
6,37500205,1,1_37500172_37500267
7,37500209,1,1_37500172_37500267
8,37500211,1,1_37500172_37500267
9,37500220,1,1_37500172_37500267
10,37500222,1,1_37500172_37500267
11,37500232,1,1_37500172_37500267
12,37500234,1,1_37500172_37500267
13,37500262,1,1_37500172_37500267
14,37500267,1,1_37500172_37500267
0,184950029,4,4_184950027_184950088
1,184950034,4,4_184950027_184950088
2,184950060,4,4_184950027_184950088
3,184950065,4,4_184950027_184950088
4,184950088,4,4_184950027_184950088
0,68622680,11,11_68622678_68622769
1,68622705,11,11_68622678_68622769
2,68622723,11,11_68622678_68622769
3,68622731,11,11_68622678_68622769
4,68622739,11,11_68622678_68622769
5,68622752,11,11_68622678_68622769
6,68622758,11,11_68622678_68622769
7,68622765,11,11_68622678_68622769
8,68622767,11,11_68622678_68622769
9,68622769,11,11_68622678_68622769
0,7853446,19,19_7853444_7853544
1,7853457,19,19_7853444_7853544
2,7853466,19,19_7853444_7853544
3,7853469,19,19_7853444_7853544
4,7853472,19,19_7853444_7853544
5,7853526,19,19_7853444_7853544
6,7853528,19,19_7853444_7853544
7,7853544,19,19_7853444_7853544
0,77558525,18,18_77558523_77558624
1,77558534,18,18_77558523_77558624
2,77558550,18,18_77558523_77558624
3,77558560,18,18_77558523_77558624
4,77558571,18,18_77558523_77558624
5,77558575,18,18_77558523_77558624
6,77558583,18,18_77558523_77558624
7,77558587,18,18_77558523_77558624
8,77558609,18,18_77558523_77558624
9,77558617,18,18_77558523_77558624
10,77558622,18,18_77558523_77558624
11,77558624,18,18_77558523_77558624
0,37500047,1,1_37500045_37500143
1,37500051,1,1_37500045_37500143
2,37500060,1,1_37500045_37500143
3,37500062,1,1_37500045_37500143
4,37500068,1,1_37500045_37500143
5,37500072,1,1_37500045_37500143
6,37500087,1,1_37500045_37500143
7,37500090,1,1_37500045_37500143
8,37500093,1,1_37500045_37500143
9,37500102,1,1_37500045_37500143
10,37500106,1,1_37500045_37500143
11,37500112,1,1_37500045_37500143
12,37500124,1,1_37500045_37500143
13,37500139,1,1_37500045_37500143
14,37500141,1,1_37500045_37500143
15,37500143,1,1_37500045_37500143
0,3052753,20,20_3052751_3052850
1,3052761,20,20_3052751_3052850
2,3052779,20,20_3052751_3052850
3,3052781,20,20_3052751_3052850
4,3052800,20,20_3052751_3052850
5,3052809,20,20_3052751_3052850
6,3052812,20,20_3052751_3052850
7,3052817,20,20_3052751_3052850
8,3052822,20,20_3052751_3052850
9,3052847,20,20_3052751_3052850
10,3052850,20,20_3052751_3052850
0,68610703,11,11_68610701_68610798
1,68610706,11,11_68610701_68610798
2,68610730,11,11_68610701_68610798
3,68610743,11,11_68610701_68610798
4,68610796,11,11_68610701_68610798
5,68610798,11,11_68610701_68610798
0,185151531,4,4_185151529_185151612
1,185151542,4,4_185151529_185151612
2,185151577,4,4_185151529_185151612
3,185151583,4,4_185151529_185151612
4,185151612,4,4_185151529_185151612
0,51559506,15,15_51559504_51559601
1,51559508,15,15_51559504_51559601
2,51559529,15,15_51559504_51559601
3,51559531,15,15_51559504_51559601
4,51559539,15,15_51559504_51559601
5,51559541,15,15_51559504_51559601
6,51559577,15,15_51559504_51559601
7,51559601,15,15_51559504_51559601
0,53342953,17,17_53342951_53343033
1,53342959,17,17_53342951_53343033
2,53342966,17,17_53342951_53343033
3,53342972,17,17_53342951_53343033
4,53342974,17,17_53342951_53343033
5,53342980,17,17_53342951_53343033
6,53342985,17,17_53342951_53343033
7,53342995,17,17_53342951_53343033
8,53342998,17,17_53342951_53343033
9,53343003,17,17_53342951_53343033
10,53343017,17,17_53342951_53343033
11,53343019,17,17_53342951_53343033
12,53343023,17,17_53342951_53343033
13,53343029,17,17_53342951_53343033
14,53343033,17,17_53342951_53343033
0,3218905,20,20_3218903_3219000
1,3218912,20,20_3218903_3219000
2,3218922,20,20_3218903_3219000
3,3218937,20,20_3218903_3219000
4,3218943,20,20_3218903_3219000
5,3218956,20,20_3218903_3219000
6,3218969,20,20_3218903_3219000
7,3218971,20,20_3218903_3219000
8,3218977,20,20_3218903_3219000
9,3218988,20,20_3218903_3219000
10,3219000,20,20_3218903_3219000
0,23582080,14,14_23582078_23582178
1,23582085,14,14_23582078_23582178
2,23582108,14,14_23582078_23582178
3,23582117,14,14_23582078_23582178
4,23582121,14,14_23582078_23582178
5,23582178,14,14_23582078_23582178
0,48938056,15,15_48938054_48938134
1,48938099,15,15_48938054_48938134
2,48938104,15,15_48938054_48938134
3,48938109,15,15_48938054_48938134
4,48938119,15,15_48938054_48938134
5,48938123,15,15_48938054_48938134
6,48938134,15,15_48938054_48938134
0,7058350,2,2_7058348_7058432
1,7058352,2,2_7058348_7058432
2,7058364,2,2_7058348_7058432
3,7058376,2,2_7058348_7058432
4,7058379,2,2_7058348_7058432
5,7058383,2,2_7058348_7058432
6,7058390,2,2_7058348_7058432
7,7058402,2,2_7058348_7058432
8,7058425,2,2_7058348_7058432
9,7058429,2,2_7058348_7058432
10,7058432,2,2_7058348_7058432
0,3713292,20,20_3713290_3713389
1,3713295,20,20_3713290_3713389
2,3713299,20,20_3713290_3713389
3,3713308,20,20_3713290_3713389
4,3713311,20,20_3713290_3713389
5,3713313,20,20_3713290_3713389
6,3713321,20,20_3713290_3713389
7,3713337,20,20_3713290_3713389
8,3713341,20,20_3713290_3713389
9,3713345,20,20_3713290_3713389
10,3713348,20,20_3713290_3713389
11,3713357,20,20_3713290_3713389
12,3713361,20,20_3713290_3713389
13,3713364,20,20_3713290_3713389
14,3713369,20,20_3713290_3713389
15,3713375,20,20_3713290_3713389
16,3713382,20,20_3713290_3713389
17,3713389,20,20_3713290_3713389
0,7727818,6,6_7727816_7727906
1,7727821,6,6_7727816_7727906
2,7727823,6,6_7727816_7727906
3,7727870,6,6_7727816_7727906
4,7727878,6,6_7727816_7727906
5,7727906,6,6_7727816_7727906
0,7741838,19,19_7741836_7741937
1,7741845,19,19_7741836_7741937
2,7741924,19,19_7741836_7741937
3,7741931,19,19_7741836_7741937
4,7741937,19,19_7741836_7741937
0,7727944,6,6_7727942_7728042
1,7727947,6,6_7727942_7728042
2,7727949,6,6_7727942_7728042
3,7727951,6,6_7727942_7728042
4,7727958,6,6_7727942_7728042
5,7727967,6,6_7727942_7728042
6,7727977,6,6_7727942_7728042
7,7727979,6,6_7727942_7728042
8,7728002,6,6_7727942_7728042
9,7728011,6,6_7727942_7728042
10,7728013,6,6_7727942_7728042
11,7728016,6,6_7727942_7728042
12,7728023,6,6_7727942_7728042
13,7728032,6,6_7727942_7728042
14,7728040,6,6_7727942_7728042
15,7728042,6,6_7727942_7728042
0,7726554,6,6_7726552_7726648
1,7726557,6,6_7726552_7726648
2,7726564,6,6_7726552_7726648
3,7726578,6,6_7726552_7726648
4,7726580,6,6_7726552_7726648
5,7726587,6,6_7726552_7726648
6,7726593,6,6_7726552_7726648
7,7726612,6,6_7726552_7726648
8,7726614,6,6_7726552_7726648
9,7726632,6,6_7726552_7726648
10,7726637,6,6_7726552_7726648
11,7726645,6,6_7726552_7726648
12,7726648,6,6_7726552_7726648
0,113639,9,9_113637_113739
1,113665,9,9_113637_113739
2,113667,9,9_113637_113739
3,113682,9,9_113637_113739
4,113689,9,9_113637_113739
5,113694,9,9_113637_113739
6,113707,9,9_113637_113739
7,113709,9,9_113637_113739
8,113716,9,9_113637_113739
9,113722,9,9_113637_113739
10,113729,9,9_113637_113739
11,113739,9,9_113637_113739
0,7726885,6,6_7726883_7726983
1,7726895,6,6_7726883_7726983
2,7726911,6,6_7726883_7726983
3,7726913,6,6_7726883_7726983
4,7726915,6,6_7726883_7726983
5,7726931,6,6_7726883_7726983
6,7726933,6,6_7726883_7726983
7,7726967,6,6_7726883_7726983
8,7726983,6,6_7726883_7726983
0,42636802,19,19_42636800_42636859
1,42636811,19,19_42636800_42636859
2,42636817,19,19_42636800_42636859
3,42636849,19,19_42636800_42636859
4,42636859,19,19_42636800_42636859
0,42573432,19,19_42573430_42573524
1,42573439,19,19_42573430_42573524
2,42573445,19,19_42573430_42573524
3,42573460,19,19_42573430_42573524
4,42573483,19,19_42573430_42573524
5,42573518,19,19_42573430_42573524
6,42573521,19,19_42573430_42573524
7,42573524,19,19_42573430_42573524
0,45404713,15,15_45404711_45404810
1,45404770,15,15_45404711_45404810
2,45404775,15,15_45404711_45404810
3,45404786,15,15_45404711_45404810
4,45404789,15,15_45404711_45404810
5,45404797,15,15_45404711_45404810
6,45404808,15,15_45404711_45404810
7,45404810,15,15_45404711_45404810
0,7727510,6,6_7727508_7727583
1,7727549,6,6_7727508_7727583
2,7727551,6,6_7727508_7727583
3,7727566,6,6_7727508_7727583
4,7727570,6,6_7727508_7727583
5,7727581,6,6_7727508_7727583
6,7727583,6,6_7727508_7727583
0,190942326,4,4_190942324_190942380
1,190942332,4,4_190942324_190942380
2,190942353,4,4_190942324_190942380
3,190942364,4,4_190942324_190942380
4,190942380,4,4_190942324_190942380
0,29235710,14,14_29235708_29235797
1,29235716,14,14_29235708_29235797
2,29235731,14,14_29235708_29235797
3,29235737,14,14_29235708_29235797
4,29235739,14,14_29235708_29235797
5,29235747,14,14_29235708_29235797
6,29235750,14,14_29235708_29235797
7,29235753,14,14_29235708_29235797
8,29235763,14,14_29235708_29235797
9,29235765,14,14_29235708_29235797
10,29235771,14,14_29235708_29235797
11,29235773,14,14_29235708_29235797
12,29235775,14,14_29235708_29235797
13,29235781,14,14_29235708_29235797
14,29235788,14,14_29235708_29235797
15,29235795,14,14_29235708_29235797
16,29235797,14,14_29235708_29235797
0,6269209,1,1_6269207_6269302
1,6269234,1,1_6269207_6269302
2,6269243,1,1_6269207_6269302
3,6269245,1,1_6269207_6269302
4,6269260,1,1_6269207_6269302
5,6269271,1,1_6269207_6269302
6,6269273,1,1_6269207_6269302
7,6269294,1,1_6269207_6269302
8,6269302,1,1_6269207_6269302
0,73561,9,9_73559_73647
1,73564,9,9_73559_73647
2,73568,9,9_73559_73647
3,73580,9,9_73559_73647
4,73601,9,9_73559_73647
5,73619,9,9_73559_73647
6,73632,9,9_73559_73647
7,73643,9,9_73559_73647
8,73647,9,9_73559_73647
0,7728260,6,6_7728258_7728343
1,7728281,6,6_7728258_7728343
2,7728319,6,6_7728258_7728343
3,7728337,6,6_7728258_7728343
4,7728343,6,6_7728258_7728343
0,42187051,15,15_42187049_42187134
1,42187085,15,15_42187049_42187134
2,42187092,15,15_42187049_42187134
3,42187094,15,15_42187049_42187134
4,42187134,15,15_42187049_42187134
0,42103740,15,15_42103738_42103825
1,42103779,15,15_42103738_42103825
2,42103808,15,15_42103738_42103825
3,42103822,15,15_42103738_42103825
4,42103825,15,15_42103738_42103825
0,7727406,6,6_7727404_7727505
1,7727417,6,6_7727404_7727505
2,7727442,6,6_7727404_7727505
3,7727457,6,6_7727404_7727505
4,7727462,6,6_7727404_7727505
5,7727468,6,6_7727404_7727505
6,7727479,6,6_7727404_7727505
7,7727493,6,6_7727404_7727505
8,7727502,6,6_7727404_7727505
9,7727505,6,6_7727404_7727505
0,8715754,2,2_8715752_8715853
1,8715773,2,2_8715752_8715853
2,8715811,2,2_8715752_8715853
3,8715815,2,2_8715752_8715853
4,8715847,2,2_8715752_8715853
5,8715853,2,2_8715752_8715853
0,87617267,1,1_87617265_87617354
1,87617296,1,1_87617265_87617354
2,87617314,1,1_87617265_87617354
3,87617323,1,1_87617265_87617354
4,87617328,1,1_87617265_87617354
5,87617350,1,1_87617265_87617354
6,87617354,1,1_87617265_87617354
0,19879579,22,22_19879577_19879658
1,19879585,22,22_19879577_19879658
2,19879607,22,22_19879577_19879658
3,19879623,22,22_19879577_19879658
4,19879627,22,22_19879577_19879658
5,19879640,22,22_19879577_19879658
6,19879658,22,22_19879577_19879658
0,7795839,19,19_7795837_7795930
1,7795844,19,19_7795837_7795930
2,7795859,19,19_7795837_7795930
3,7795861,19,19_7795837_7795930
4,7795865,19,19_7795837_7795930
5,7795883,19,19_7795837_7795930
6,7795895,19,19_7795837_7795930
7,7795899,19,19_7795837_7795930
8,7795901,19,19_7795837_7795930
9,7795930,19,19_7795837_7795930
0,3229660,20,20_3229658_3229743
1,3229669,20,20_3229658_3229743
2,3229680,20,20_3229658_3229743
3,3229692,20,20_3229658_3229743
4,3229743,20,20_3229658_3229743
0,38019464,1,1_38019462_38019552
1,38019502,1,1_38019462_38019552
2,38019512,1,1_38019462_38019552
3,38019535,1,1_38019462_38019552
4,38019539,1,1_38019462_38019552
5,38019552,1,1_38019462_38019552
0,24801418,14,14_24801416_24801518
1,24801434,14,14_24801416_24801518
2,24801501,14,14_24801416_24801518
3,24801513,14,14_24801416_24801518
4,24801518,14,14_24801416_24801518
0,48937846,15,15_48937844_48937918
1,48937852,15,15_48937844_48937918
2,48937856,15,15_48937844_48937918
3,48937884,15,15_48937844_48937918
4,48937909,15,15_48937844_48937918
5,48937911,15,15_48937844_48937918
6,48937918,15,15_48937844_48937918
0,48937952,15,15_48937950_48938032
1,48937956,15,15_48937950_48938032
2,48937958,15,15_48937950_48938032
3,48937963,15,15_48937950_48938032
4,48937971,15,15_48937950_48938032
5,48937973,15,15_48937950_48938032
6,48938029,15,15_48937950_48938032
7,48938032,15,15_48937950_48938032
0,42376114,19,19_42376112_42376211
1,42376138,19,19_42376112_42376211
2,42376179,19,19_42376112_42376211
3,42376189,19,19_42376112_42376211
4,42376211,19,19_42376112_42376211
0,48938170,15,15_48938168_48938265
1,48938228,15,15_48938168_48938265
2,48938239,15,15_48938168_48938265
3,48938246,15,15_48938168_48938265
4,48938252,15,15_48938168_48938265
5,48938265,15,15_48938168_48938265
0,7571117,2,2_7571115_7571172
1,7571124,2,2_7571115_7571172
2,7571136,2,2_7571115_7571172
3,7571138,2,2_7571115_7571172
4,7571152,2,2_7571115_7571172
5,7571158,2,2_7571115_7571172
6,7571172,2,2_7571115_7571172
0,117608,9,9_117606_117695
1,117613,9,9_117606_117695
2,117618,9,9_117606_117695
